customer_id,Customer,Gender,Income,Employment Status,Education,Marital Status,Country,State Code,Location Type,Policy Name,Policy Type,Number of Policies,Premium Per Month,Coverage,Sales Channel,Vehicle Type,Vehicle Size,date,Claim Reason,Claim Demanded,Claim Sanctioned,Number of Open Complaints,Response,Months Since Last Claim,Months Since Policy Inspection
8821,MQ84363,M,58971,Employed,Bachelor,Divorced,US,MO,Urban,Corporate L1,Corporate Auto,2,94,Extended,Agent,Four-Door Car,Medsize,2/28/11,Collision,1107.203193,318.882053,1,No,12,75
8822,UC75204,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,8,186,Basic,Branch,Luxury SUV,Small,2/11/11,Collision,1285.142404,1339.2,0,No,11,31
8823,WN56695,M,0,Unemployed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,7,118,Premium,Web,Four-Door Car,Medsize,2/11/11,Collision,860.7482071000001,566.4,0,No,30,52
8824,MF59279,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L1,Personal Auto,7,63,Basic,Agent,Two-Door Car,Small,2/15/11,Collision,422.29776019999997,302.4,0,No,26,78
8825,US30122,M,0,Unemployed,College,Single,US,MO,Suburban,Corporate L3,Corporate Auto,2,198,Basic,Branch,Luxury Car,Medsize,2/28/11,Hail,6113.468307,2275.265075,0,No,2,75
8826,IM15403,M,44980,Employed,College,Divorced,US,MO,Urban,Corporate L2,Corporate Auto,2,81,Extended,Agent,Two-Door Car,Medsize,2/1/11,Scratch/Dent,936.827103,333.478333,0,No,2,27
8827,IH18704,M,23566,Disabled,Master,Married,US,MO,Suburban,Personal L2,Personal Auto,1,112,Basic,Agent,SUV,Medsize,1/30/11,Hail,436.5256633,537.6,0,No,3,43
8828,FP27229,F,54603,Employed,College,Single,US,MO,Suburban,Corporate L3,Corporate Auto,1,86,Extended,Agent,Four-Door Car,Medsize,1/5/11,Collision,338.4468426,412.8,0,No,29,68
8829,ZA60820,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,1,67,Basic,Call Center,Two-Door Car,Medsize,1/14/11,Hail,240.90030950000002,482.4,0,No,7,72
8830,WT65970,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,5,99,Extended,Agent,Four-Door Car,Medsize,1/2/11,Collision,720.9088399,715.039363,0,No,0,53
8831,IX10511,M,0,Unemployed,College,Single,US,MO,Suburban,Personal L3,Personal Auto,1,117,Basic,Branch,Sports Car,Medsize,2/8/11,Collision,387.55411410000005,842.4,0,No,11,29
8832,XB71208,F,96314,Employed,College,Single,US,MO,Urban,Personal L3,Personal Auto,1,69,Basic,Agent,Four-Door Car,Medsize,2/14/11,Hail,273.54692650000004,296.995798,0,No,2,76
8833,QI99143,F,31168,Employed,Bachelor,Married,US,MO,Urban,Corporate L1,Corporate Auto,1,78,Extended,Agent,Four-Door Car,Medsize,1/28/11,Collision,309.26327810000004,289.386343,0,No,14,42
8834,XQ19310,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,5,71,Basic,Call Center,Two-Door Car,Medsize,1/16/11,Hail,500.6609577,358.985713,0,No,16,4
8835,HK40573,M,52174,Employed,College,Married,US,MO,Urban,Personal L2,Personal Auto,2,121,Extended,Call Center,SUV,Medsize,1/8/11,Collision,1438.2564630000002,403.737293,0,No,22,25
8836,NN65590,F,72335,Employed,College,Single,US,MO,Suburban,Personal L1,Personal Auto,1,69,Basic,Web,Four-Door Car,Medsize,2/10/11,Hail,276.28013389999995,331.2,0,No,23,35
8837,NG15940,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Corporate L3,Corporate Auto,3,62,Basic,Agent,Four-Door Car,Medsize,1/16/11,Scratch/Dent,399.74763019999995,552.845318,1,No,25,79
8838,UE96503,M,0,Unemployed,Doctor,Married,US,MO,Suburban,Corporate L2,Corporate Auto,5,73,Basic,Web,Four-Door Car,Medsize,2/5/11,Other,559.9668502000001,350.4,0,No,1,60
8839,AE90216,M,75644,Employed,Bachelor,Divorced,US,MO,Suburban,Personal L2,Personal Auto,9,65,Basic,Branch,Two-Door Car,Medsize,1/18/11,Hail,497.4801539,467.803638,3,Yes,5,68
8840,LJ20215,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Corporate L3,Corporate Auto,1,95,Extended,Agent,Four-Door Car,Medsize,1/23/11,Collision,343.56491780000005,679.052398,0,No,18,75
8841,PF78020,M,20075,Employed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,3,71,Basic,Agent,Four-Door Car,Small,2/15/11,Collision,557.4618901,371.679189,0,No,0,28
8842,IU71285,F,33786,Employed,Bachelor,Divorced,US,MO,Rural,Personal L2,Personal Auto,3,89,Extended,Call Center,Two-Door Car,Large,1/16/11,Collision,688.9518761,75.110004,1,No,15,94
8843,RM93459,M,0,Unemployed,College,Divorced,US,MO,Suburban,Personal L3,Personal Auto,2,73,Basic,Agent,Two-Door Car,Medsize,2/28/11,Collision,1749.7522010000002,350.4,0,Yes,9,94
8844,XV53963,M,96721,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,7,138,Extended,Web,SUV,Medsize,1/10/11,Hail,1098.622795,662.4,1,No,4,50
8845,ZK71157,F,40833,Employed,Bachelor,Single,US,MO,Urban,Corporate L1,Corporate Auto,6,69,Basic,Call Center,Four-Door Car,Medsize,2/27/11,Hail,535.8163394,294.59167599999995,0,No,13,84
8846,FS31523,F,0,Unemployed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,7,122,Extended,Call Center,SUV,Small,2/1/11,Hail,853.2718297,585.6,2,No,32,6
8847,NH99355,M,0,Unemployed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,3,62,Basic,Call Center,Four-Door Car,Medsize,1/6/11,Scratch/Dent,463.47301969999995,297.6,0,No,29,59
8848,EZ11341,M,85210,Employed,College,Single,US,MO,Rural,Personal L1,Personal Auto,2,68,Basic,Branch,Two-Door Car,Medsize,1/20/11,Scratch/Dent,808.0948097999999,32.714226000000004,0,No,34,9
8849,QE52050,F,0,Unemployed,Bachelor,Married,US,MO,Suburban,Corporate L3,Corporate Auto,3,76,Extended,Agent,Four-Door Car,Small,1/19/11,Hail,567.8050167,364.8,0,Yes,8,44
8850,YT92071,F,44851,Employed,Master,Divorced,US,MO,Suburban,Corporate L2,Corporate Auto,3,66,Basic,Web,Four-Door Car,Medsize,1/30/11,Scratch/Dent,524.3538258,439.762045,0,No,28,51
8851,LO14234,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,8,174,Premium,Agent,SUV,Medsize,1/10/11,Hail,1226.3105289999999,1724.2349329999997,0,No,13,30
8852,HH49378,M,69872,Employed,Master,Married,US,MO,Rural,Corporate L3,Corporate Auto,2,111,Basic,Web,Sports Car,Medsize,2/20/11,Hail,3085.936361,218.395525,2,No,35,10
8853,JY66887,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,5,247,Extended,Branch,Luxury Car,Medsize,2/27/11,Hail,1632.076716,1778.4,3,No,5,12
8854,HZ39601,F,26708,Retired,College,Divorced,US,MO,Suburban,Personal L2,Personal Auto,2,122,Extended,Call Center,SUV,Medsize,2/21/11,Hail,1344.737157,585.6,0,No,10,24
8855,TV35668,F,17576,Medical Leave,College,Married,US,MO,Suburban,Personal L3,Personal Auto,1,71,Basic,Call Center,Four-Door Car,Medsize,2/2/11,Hail,272.2210707,398.502948,0,Yes,29,70
8856,BK83393,F,55475,Employed,Bachelor,Divorced,US,MO,Urban,Personal L3,Personal Auto,2,116,Basic,Agent,SUV,Medsize,2/11/11,Collision,3231.703275,412.471,0,No,18,75
8857,ZN98560,M,0,Unemployed,College,Married,US,MO,Rural,Corporate L1,Corporate Auto,8,111,Basic,Branch,SUV,Medsize,2/12/11,Collision,789.6706446000001,190.120714,0,No,22,21
8858,ZR81759,M,35855,Employed,Master,Married,US,MO,Urban,Personal L3,Personal Auto,1,70,Basic,Web,Two-Door Car,Medsize,2/2/11,Scratch/Dent,282.0741005,278.20862200000005,0,No,13,51
8859,SV46904,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,4,98,Extended,Agent,Four-Door Car,Medsize,1/24/11,Hail,690.4081112000001,1032.3294449999999,0,No,26,31
8860,YN69214,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L1,Personal Auto,2,73,Basic,Web,Four-Door Car,Medsize,1/14/11,Hail,768.9714281,617.705323,0,No,3,73
8861,ZI69514,M,63391,Employed,College,Married,US,MO,Rural,Corporate L3,Corporate Auto,3,64,Basic,Agent,Four-Door Car,Medsize,1/24/11,Scratch/Dent,482.1213012,119.587974,4,No,28,48
8862,NL33789,F,53093,Employed,Bachelor,Divorced,US,MO,Rural,Corporate L2,Corporate Auto,1,103,Basic,Call Center,SUV,Medsize,1/20/11,Hail,407.75011639999997,98.991733,0,No,3,62
8863,LU53495,M,65412,Employed,College,Married,US,MO,Rural,Personal L2,Personal Auto,1,73,Basic,Branch,Four-Door Car,Medsize,1/3/11,Scratch/Dent,288.8853662,101.753098,1,No,1,74
8864,HN89408,M,0,Unemployed,College,Single,US,MO,Suburban,Corporate L3,Corporate Auto,1,107,Premium,Branch,Four-Door Car,Medsize,1/12/11,Collision,365.312609,770.4,0,No,32,43
8865,PF71940,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L2,Personal Auto,1,136,Extended,Branch,SUV,Small,1/3/11,Collision,483.6747754,979.2,0,No,8,2
8866,VJ49806,M,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,2,61,Basic,Agent,Two-Door Car,Medsize,2/12/11,Collision,1300.918057,380.069056,0,No,2,81
8867,GY40926,M,37073,Employed,College,Married,US,MO,Suburban,Personal L3,Personal Auto,1,66,Basic,Branch,Four-Door Car,Medsize,1/26/11,Hail,261.2528734,316.8,0,No,16,35
8868,II32272,F,19359,Disabled,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,2,129,Extended,Call Center,Sports Car,Medsize,2/17/11,Other,2539.0545460000003,928.8,0,No,0,62
8869,NG68910,M,46814,Employed,High School or Below,Married,US,MO,Suburban,Corporate L1,Corporate Auto,3,113,Basic,Agent,SUV,Medsize,2/20/11,Other,890.1055723999999,542.4,0,No,7,19
8870,XK43825,M,0,Unemployed,College,Married,US,MO,Suburban,Personal L3,Personal Auto,3,68,Basic,Call Center,Two-Door Car,Medsize,2/25/11,Scratch/Dent,470.4176131,326.4,1,No,10,48
8871,LA29810,F,68332,Employed,College,Married,US,MO,Suburban,Personal L2,Personal Auto,8,79,Extended,Branch,Four-Door Car,Medsize,2/23/11,Hail,624.0903563999999,379.2,3,No,23,21
8872,BU71528,M,17301,Disabled,College,Married,US,MO,Suburban,Personal L1,Personal Auto,5,105,Premium,Call Center,Four-Door Car,Small,2/1/11,Hail,805.3268897,638.543326,0,No,1,11
8873,OM73267,F,69545,Employed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,8,65,Basic,Call Center,Four-Door Car,Medsize,1/11/11,Collision,522.9445752,312.0,0,No,17,97
8874,IW72280,F,37405,Employed,Doctor,Married,US,MO,Urban,Corporate L2,Corporate Auto,4,63,Basic,Branch,Four-Door Car,Medsize,2/14/11,Hail,503.5035257,287.556107,3,No,8,99
8875,PH47195,M,74271,Employed,Bachelor,Divorced,US,MO,Rural,Personal L2,Personal Auto,1,136,Extended,Call Center,Sports Car,Medsize,2/20/11,Collision,549.2388442000001,174.327925,0,No,1,79
8876,KU85991,M,72421,Employed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,1,65,Basic,Call Center,Four-Door Car,Small,1/2/11,Hail,259.2437797,312.0,0,Yes,8,23
8877,LK49091,F,62650,Employed,Bachelor,Married,US,MO,Rural,Personal L2,Personal Auto,1,92,Extended,Branch,Four-Door Car,Large,2/2/11,Hail,365.75854489999995,148.820742,0,No,0,42
8878,OK96130,M,37331,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,1,134,Extended,Agent,SUV,Medsize,2/12/11,Hail,531.9311913,898.914194,0,No,26,7
8879,MN83273,F,46587,Employed,High School or Below,Divorced,US,MO,Suburban,Personal L3,Personal Auto,2,119,Premium,Call Center,Four-Door Car,Medsize,1/31/11,Collision,4178.790343,571.2,2,Yes,34,74
8880,NY89701,F,25320,Employed,Bachelor,Married,US,MO,Urban,Personal L3,Personal Auto,8,76,Extended,Agent,Four-Door Car,Large,2/5/11,Collision,597.7410465,269.065636,1,No,10,70
8881,FL30667,F,22094,Employed,College,Married,US,MO,Suburban,Corporate L1,Corporate Auto,2,79,Extended,Branch,Four-Door Car,Small,1/19/11,Other,929.8887011,460.889274,1,No,2,34
8882,AW27717,F,12503,Disabled,High School or Below,Single,US,MO,Rural,Personal L3,Personal Auto,2,92,Extended,Branch,Four-Door Car,Medsize,1/8/11,Collision,2053.164534,120.69808,0,No,4,31
8883,OL28568,M,69772,Employed,Bachelor,Single,US,MO,Suburban,Personal L2,Personal Auto,9,112,Premium,Branch,Four-Door Car,Medsize,2/7/11,Scratch/Dent,872.5292767000001,537.6,0,No,17,38
8884,EA52579,F,0,Unemployed,Bachelor,Divorced,US,MO,Suburban,Personal L1,Personal Auto,3,109,Basic,Call Center,SUV,Medsize,2/26/11,Scratch/Dent,768.7296987000001,523.2,0,No,0,5
8885,WZ96432,F,32370,Employed,Master,Married,US,MO,Suburban,Corporate L3,Corporate Auto,4,115,Basic,Branch,SUV,Medsize,2/19/11,Collision,915.0137599,552.0,0,No,2,77
8886,HC90344,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Corporate L2,Corporate Auto,2,73,Basic,Branch,Four-Door Car,Medsize,2/9/11,Collision,2037.0767870000002,525.6,1,No,0,21
8887,SG59507,F,38222,Employed,College,Divorced,US,MO,Rural,Personal L2,Personal Auto,1,71,Basic,Call Center,Four-Door Car,Medsize,2/11/11,Hail,277.56718870000003,166.78838000000002,0,No,6,8
8888,HE85298,F,32272,Employed,High School or Below,Married,US,MO,Rural,Corporate L3,Corporate Auto,1,110,Basic,Branch,SUV,Medsize,1/7/11,Hail,438.4348683,6.342791,0,No,6,5
8889,CR83581,M,27816,Disabled,College,Married,US,MO,Suburban,Personal L2,Personal Auto,3,118,Basic,Agent,SUV,Small,2/5/11,Collision,771.2057482999999,566.4,5,No,4,90
8890,MB15338,M,62134,Employed,College,Single,US,MO,Rural,Personal L2,Personal Auto,2,73,Basic,Web,Two-Door Car,Medsize,2/3/11,Hail,1147.223701,25.333594,0,No,13,14
8891,YR10848,F,69379,Employed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,1,103,Premium,Branch,Two-Door Car,Medsize,1/28/11,Collision,411.8588554,494.4,0,Yes,14,79
8892,KA69047,M,68082,Employed,Bachelor,Single,US,MO,Rural,Personal L3,Personal Auto,1,88,Extended,Web,Four-Door Car,Medsize,2/2/11,Hail,345.0073829,39.579516,0,No,24,53
8893,XE72624,F,34653,Employed,High School or Below,Married,US,MO,Suburban,Corporate L1,Corporate Auto,1,64,Basic,Branch,Four-Door Car,Small,2/15/11,Other,253.68853650000003,307.2,0,No,18,72
8894,UN77671,F,26906,Employed,College,Married,US,MO,Rural,Personal L3,Personal Auto,3,92,Extended,Branch,Two-Door Car,Medsize,1/23/11,Scratch/Dent,733.0190221,106.528651,0,No,17,12
8895,RN72721,F,20903,Disabled,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,8,117,Basic,Branch,SUV,Medsize,1/21/11,Other,888.6296424000001,561.6,0,No,4,40
8896,LO94085,F,80580,Employed,College,Married,US,MO,Rural,Personal L1,Personal Auto,1,81,Extended,Web,Two-Door Car,Medsize,1/30/11,Other,319.3156111,41.694266,2,No,11,22
8897,JR89623,F,76025,Employed,High School or Below,Married,US,MO,Rural,Corporate L3,Corporate Auto,1,67,Basic,Branch,Four-Door Car,Medsize,2/21/11,Hail,269.86933639999995,151.021648,0,No,29,0
8898,VF65535,F,64937,Employed,College,Single,US,MO,Urban,Corporate L2,Corporate Auto,2,122,Extended,Agent,SUV,Medsize,1/18/11,Scratch/Dent,4293.734691,328.82872000000003,0,No,27,43
8899,CF95802,M,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,5,114,Basic,Branch,SUV,Small,2/10/11,Hail,815.1719109000001,820.8,0,No,9,27
8900,XX88364,M,97361,Employed,Bachelor,Single,US,MO,Suburban,Corporate L3,Corporate Auto,2,73,Basic,Agent,Four-Door Car,Medsize,2/18/11,Collision,862.2835375,350.4,0,Yes,6,85
8901,CK15380,F,20814,Disabled,High School or Below,Married,US,MO,Urban,Personal L2,Personal Auto,1,72,Basic,Call Center,Four-Door Car,Medsize,2/12/11,Scratch/Dent,278.49112379999997,288.594641,0,No,16,57
8902,HS97983,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,2,105,Premium,Agent,Four-Door Car,Small,2/20/11,Collision,3064.763125,1212.054819,0,No,8,29
8903,CC92362,M,18141,Disabled,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,3,116,Premium,Call Center,Four-Door Car,Small,1/6/11,Hail,893.6370357000001,722.404711,0,No,2,87
8904,JW21133,M,18820,Medical Leave,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,8,95,Extended,Branch,Two-Door Car,Small,2/10/11,Collision,648.0099944,456.0,4,No,3,51
8905,YP72749,F,44662,Employed,Bachelor,Single,US,MO,Urban,Corporate L1,Corporate Auto,1,63,Basic,Agent,Four-Door Car,Medsize,2/16/11,Collision,244.9789611,165.098152,1,No,3,51
8906,KW99972,F,40332,Employed,High School or Below,Married,US,MO,Urban,Personal L3,Personal Auto,5,132,Extended,Branch,Sports Car,Medsize,1/9/11,Collision,1052.4711539999998,463.604317,2,No,10,59
8907,NW62233,M,66467,Employed,Master,Married,US,MO,Urban,Personal L2,Personal Auto,3,66,Basic,Web,Two-Door Car,Medsize,1/28/11,Other,531.4958536,294.705573,0,No,17,65
8908,HJ62427,F,90804,Employed,College,Married,US,MO,Rural,Personal L1,Personal Auto,1,87,Extended,Agent,Four-Door Car,Medsize,1/2/11,Collision,352.2480373,169.386126,0,No,1,95
8909,TA31436,F,36737,Employed,Bachelor,Married,US,MO,Suburban,Corporate L3,Corporate Auto,8,102,Basic,Agent,Sports Car,Large,1/9/11,Collision,813.2702789,512.861063,0,No,13,20
8910,ZK67670,F,44207,Employed,Master,Married,US,MO,Urban,Corporate L2,Corporate Auto,2,99,Extended,Agent,Four-Door Car,Medsize,1/28/11,Scratch/Dent,3175.835391,407.638917,0,No,23,57
8911,QK82654,M,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,9,286,Premium,Agent,Luxury SUV,Small,1/15/11,Collision,1984.973509,2059.2,0,No,3,3
8912,GY43856,F,75648,Employed,College,Married,US,MO,Rural,Corporate L3,Corporate Auto,1,108,Basic,Branch,SUV,Large,2/10/11,Hail,434.930875,112.66091599999999,0,Yes,28,10
8913,BA87216,M,50555,Employed,College,Divorced,US,MO,Suburban,Personal L2,Personal Auto,2,88,Extended,Web,Four-Door Car,Large,1/20/11,Other,2087.8410129999997,422.4,0,No,9,45
8914,OH83983,M,31278,Employed,Doctor,Married,US,MO,Suburban,Personal L2,Personal Auto,1,92,Extended,Branch,Two-Door Car,Medsize,2/1/11,Collision,352.80442519999997,441.6,4,Yes,24,95
8915,ZU83252,F,61897,Employed,Master,Married,US,MO,Rural,Personal L3,Personal Auto,2,72,Basic,Web,Four-Door Car,Medsize,2/9/11,Scratch/Dent,870.3727127000001,3.406136,0,No,7,79
8916,DN92191,M,68717,Employed,Master,Divorced,US,MO,Suburban,Personal L3,Personal Auto,2,70,Basic,Branch,Four-Door Car,Small,2/8/11,Other,838.3677045,810.907059,0,No,4,33
8917,XR74007,F,62863,Employed,Bachelor,Married,US,MO,Rural,Corporate L1,Corporate Auto,1,88,Extended,Agent,Four-Door Car,Medsize,1/31/11,Scratch/Dent,354.0206231,94.507735,0,No,18,52
8918,GB32334,F,24702,Employed,College,Married,US,MO,Urban,Personal L3,Personal Auto,8,68,Basic,Web,Four-Door Car,Large,2/10/11,Hail,537.9482797999999,214.91451,0,No,13,63
8919,QW59726,F,87274,Employed,Master,Married,US,MO,Suburban,Personal L2,Personal Auto,1,73,Basic,Agent,Four-Door Car,Medsize,1/12/11,Hail,294.47805289999997,350.4,1,No,2,30
8920,XO43812,M,56482,Employed,Master,Married,US,MO,Suburban,Personal L1,Personal Auto,1,199,Basic,Call Center,Luxury SUV,Medsize,2/22/11,Other,802.8179882000001,955.2,0,No,4,75
8921,UI75273,F,47727,Employed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,3,94,Extended,Call Center,Two-Door Car,Medsize,1/27/11,Hail,752.2068228999999,451.2,0,No,25,33
8922,MR76405,F,46530,Employed,College,Married,US,MO,Rural,Corporate L2,Corporate Auto,2,80,Extended,Agent,Four-Door Car,Medsize,2/26/11,Collision,947.0063102,118.556928,1,No,12,46
8923,VF65251,M,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,1,189,Basic,Branch,Luxury SUV,Large,1/3/11,Other,667.4177683999999,1737.3202760000001,0,No,23,14
8924,GH31245,F,73274,Employed,High School or Below,Married,US,MO,Urban,Corporate L3,Corporate Auto,2,105,Basic,Branch,SUV,Medsize,1/24/11,Scratch/Dent,1269.4888939999998,284.211516,0,No,6,90
8925,UW20734,F,82918,Employed,College,Married,US,MO,Rural,Personal L2,Personal Auto,1,89,Extended,Branch,Two-Door Car,Small,1/9/11,Hail,359.0693623,29.828668,0,No,28,50
8926,KK61203,M,20920,Medical Leave,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,1,103,Premium,Web,Four-Door Car,Medsize,2/14/11,Collision,393.4099422,494.4,0,No,25,88
8927,UQ54273,M,25251,Retired,College,Divorced,US,MO,Suburban,Personal L3,Personal Auto,2,66,Basic,Web,Four-Door Car,Medsize,1/3/11,Hail,1179.049617,316.8,0,Yes,13,43
8928,PV48046,M,39722,Employed,Master,Divorced,US,MO,Suburban,Personal L3,Personal Auto,1,133,Extended,Call Center,SUV,Large,2/19/11,Collision,526.7760257,638.4,0,No,9,62
8929,QW21219,F,0,Unemployed,High School or Below,Divorced,US,MO,Suburban,Corporate L1,Corporate Auto,2,63,Basic,Agent,Four-Door Car,Medsize,1/27/11,Hail,1646.8220789999998,685.12694,0,Yes,4,52
8930,PR80703,F,51335,Employed,Bachelor,Married,US,MO,Rural,Personal L3,Personal Auto,9,71,Basic,Branch,Four-Door Car,Medsize,2/9/11,Collision,574.595924,171.685669,0,No,17,88
8931,OI44122,M,45600,Employed,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,3,113,Basic,Agent,SUV,Medsize,2/14/11,Collision,884.5185533,617.936885,0,No,6,96
8932,YM44855,F,52951,Employed,Master,Single,US,MO,Rural,Personal L1,Personal Auto,1,167,Premium,Branch,SUV,Small,2/14/11,Collision,657.0970605,289.77269,1,No,3,43
8933,CS35098,M,93920,Employed,College,Married,US,MO,Urban,Corporate L3,Corporate Auto,2,84,Extended,Web,Four-Door Car,Medsize,1/11/11,Hail,1021.2019130000001,213.027868,0,No,20,13
8934,VV57998,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Corporate L2,Corporate Auto,1,71,Basic,Agent,Four-Door Car,Medsize,1/2/11,Collision,255.6674379,340.8,0,No,17,22
8935,ZC17826,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L2,Personal Auto,2,64,Basic,Call Center,Four-Door Car,Medsize,1/4/11,Collision,1555.2396509999999,307.2,0,No,2,99
8936,WD85096,F,27593,Disabled,Master,Married,US,MO,Urban,Corporate L3,Corporate Auto,6,63,Basic,Agent,Two-Door Car,Medsize,1/21/11,Collision,490.4462754,241.232198,0,No,31,78
8937,LZ57827,M,37695,Employed,Bachelor,Married,US,MO,Urban,Personal L2,Personal Auto,2,118,Basic,Branch,SUV,Medsize,1/12/11,Collision,1393.135067,352.31174300000004,0,No,11,62
8938,CV70978,M,97592,Employed,Bachelor,Divorced,US,MO,Suburban,Personal L2,Personal Auto,2,65,Basic,Agent,Four-Door Car,Medsize,2/1/11,Other,775.6437921,312.0,0,No,10,7
8939,GQ42004,M,0,Unemployed,College,Married,US,MO,Suburban,Personal L3,Personal Auto,2,74,Basic,Call Center,Four-Door Car,Small,2/2/11,Hail,1123.29821,355.2,0,No,12,68
8940,AV93209,F,31283,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,2,104,Premium,Agent,Four-Door Car,Medsize,1/11/11,Collision,1248.758095,499.2,0,No,18,3
8941,BV27017,F,0,Unemployed,College,Divorced,US,MO,Suburban,Corporate L1,Corporate Auto,2,161,Premium,Agent,SUV,Medsize,2/6/11,Collision,1760.251146,772.8,1,No,1,68
8942,VU71619,M,96402,Employed,Bachelor,Married,US,MO,Urban,Personal L3,Personal Auto,2,110,Basic,Agent,SUV,Medsize,1/10/11,Scratch/Dent,1327.708425,379.897943,0,No,29,41
8943,FM12425,M,26488,Employed,College,Divorced,US,MO,Suburban,Personal L2,Personal Auto,7,247,Extended,Web,Luxury SUV,Medsize,2/8/11,Collision,1933.790103,1321.584957,0,No,21,39
8944,DY27031,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L1,Personal Auto,3,70,Basic,Agent,Four-Door Car,Large,1/28/11,Collision,444.85645989999995,432.835989,3,No,27,24
8945,UE75424,M,75728,Employed,Doctor,Married,US,MO,Rural,Corporate L3,Corporate Auto,4,133,Extended,Call Center,SUV,Medsize,2/22/11,Collision,1073.250747,44.159065000000005,0,No,24,68
8946,MU67498,F,0,Unemployed,College,Married,US,MO,Suburban,Corporate L2,Corporate Auto,2,66,Basic,Agent,Four-Door Car,Medsize,1/26/11,Hail,720.0664877,316.8,0,Yes,16,77
8947,IX32007,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L2,Personal Auto,1,109,Basic,Call Center,SUV,Small,1/6/11,Scratch/Dent,286.48203060000003,1145.746845,4,No,2,8
8948,DF86803,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Corporate L3,Corporate Auto,3,73,Basic,Agent,Four-Door Car,Medsize,2/14/11,Collision,530.8434428,525.6,0,No,9,43
8949,JS10224,F,76726,Employed,College,Married,US,MO,Rural,Personal L2,Personal Auto,2,65,Basic,Branch,Four-Door Car,Medsize,2/16/11,Hail,1832.124471,10.367410000000001,0,No,27,26
8950,HA93483,F,11811,Disabled,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,1,110,Basic,Branch,Sports Car,Small,2/12/11,Hail,431.9145955,808.6183070000001,0,No,20,20
8951,WW80551,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,2,63,Basic,Branch,Four-Door Car,Small,1/3/11,Collision,655.6099198,453.6,0,No,6,58
8952,WI89701,F,0,Unemployed,College,Married,US,MO,Suburban,Personal L3,Personal Auto,9,74,Basic,Branch,Two-Door Car,Medsize,1/11/11,Collision,570.5899102999999,432.4081,0,No,2,34
8953,JQ81164,F,26628,Disabled,College,Married,US,MO,Suburban,Corporate L1,Corporate Auto,6,85,Extended,Agent,Two-Door Car,Large,1/28/11,Collision,665.615047,408.0,0,No,15,28
8954,KA25468,M,46177,Employed,Master,Married,US,MO,Suburban,Personal L3,Personal Auto,8,61,Basic,Web,Four-Door Car,Small,2/3/11,Collision,490.5321482,379.075927,0,No,8,32
